n_clusters,n_singletons,n_non_singletons,n_seq_non_singletons,i_subsample_step,curr_subsample_step,n_new_clusters,n_new_samples,n_new_clusters_per_sample,n_new_seq_non_singleton,n_new_seq_non_singleton_per_sample,n_new_clusters_non_singleton,n_new_clusters_non_singleton_per_sample,i_subsample
54964,43422,11542,37578,90,81000,554,1000,0.554,628,0.628,182,0.182,3
55548,43844,11704,38156,91,82000,584,1000,0.584,578,0.578,162,0.162,3
56084,44213,11871,38787,92,83000,536,1000,0.536,631,0.631,167,0.167,3
56622,44578,12044,39422,93,84000,538,1000,0.538,635,0.635,173,0.173,3
57144,44948,12196,40052,94,85000,522,1000,0.522,630,0.63,152,0.152,3
57658,45273,12385,40727,95,86000,514,1000,0.514,675,0.675,189,0.189,3
58179,45626,12553,41374,96,87000,521,1000,0.521,647,0.647,168,0.168,3
58678,45931,12747,42069,97,88000,499,1000,0.499,695,0.695,194,0.194,3
59192,46261,12931,42739,98,89000,514,1000,0.514,670,0.67,184,0.184,3
59707,46612,13095,43388,99,90000,515,1000,0.515,649,0.649,164,0.164,3
60244,46971,13273,44029,100,91000,537,1000,0.537,641,0.641,178,0.178,3
60749,47305,13444,44695,101,92000,505,1000,0.505,666,0.666,171,0.171,3
61261,47651,13610,45349,102,93000,512,1000,0.512,654,0.654,166,0.166,3
61774,47986,13788,46014,103,94000,513,1000,0.513,665,0.665,178,0.178,3
62299,48332,13967,46668,104,95000,525,1000,0.525,654,0.654,179,0.179,3
62842,48737,14105,47263,105,96000,543,1000,0.543,595,0.595,138,0.138,3
63340,49050,14290,47950,106,97000,498,1000,0.498,687,0.687,185,0.185,3
63826,49352,14474,48648,107,98000,486,1000,0.486,698,0.698,184,0.184,3
64341,49678,14663,49322,108,99000,515,1000,0.515,674,0.674,189,0.189,3
64828,49979,14849,50021,109,100000,487,1000,0.487,699,0.699,186,0.186,3
65334,50328,15006,50672,110,101000,506,1000,0.506,651,0.651,157,0.157,3
65843,50667,15176,51333,111,102000,509,1000,0.509,661,0.661,170,0.17,3
66352,50983,15369,52017,112,103000,509,1000,0.509,684,0.684,193,0.193,3
66869,51320,15549,52680,113,104000,517,1000,0.517,663,0.663,180,0.18,3
67350,51629,15721,53371,114,105000,481,1000,0.481,691,0.691,172,0.172,3
67857,51991,15866,54009,115,106000,507,1000,0.507,638,0.638,145,0.145,3
68363,52330,16033,54670,116,107000,506,1000,0.506,661,0.661,167,0.167,3
68812,52583,16229,55417,117,108000,449,1000,0.449,747,0.747,196,0.196,3
69308,52914,16394,56086,118,109000,496,1000,0.496,669,0.669,165,0.165,3
69787,53237,16550,56763,119,110000,479,1000,0.479,677,0.677,156,0.156,3
70247,53526,16721,57474,120,111000,460,1000,0.46,711,0.711,171,0.171,3
70734,53860,16874,58140,121,112000,487,1000,0.487,666,0.666,153,0.153,3
71223,54195,17028,58805,122,113000,489,1000,0.489,665,0.665,154,0.154,3
71705,54522,17183,59478,123,114000,482,1000,0.482,673,0.673,155,0.155,3
71869,54638,17231,59660,124,114298,164,298,0.5503355704697986,182,0.610738255033557,48,0.1610738255033557,3
99,98,1,2,1,100,NA,NA,NA,NA,NA,NA,NA,4
199,198,1,2,2,200,100,100,1,0,0,0,0,4
299,298,1,2,3,300,100,100,1,0,0,0,0,4
399,398,1,2,4,400,100,100,1,0,0,0,0,4
496,493,3,7,5,500,97,100,0.97,5,0.05,2,0.02,4
591,583,8,17,6,600,95,100,0.95,10,0.1,5,0.05,4
686,674,12,26,7,700,95,100,0.95,9,0.09,4,0.04,4
785,772,13,28,8,800,99,100,0.99,2,0.02,1,0.01,4
882,866,16,34,9,900,97,100,0.97,6,0.06,3,0.03,4
978,958,20,42,10,1000,96,100,0.96,8,0.08,4,0.04,4
1943,1895,48,105,11,2000,965,1000,0.965,63,0.063,28,0.028,4
2874,2779,95,221,12,3000,931,1000,0.931,116,0.116,47,0.047,4
3798,3649,149,351,13,4000,924,1000,0.924,130,0.13,54,0.054,4
4687,4459,228,541,14,5000,889,1000,0.889,190,0.19,79,0.079,4
5573,5275,298,725,15,6000,886,1000,0.886,184,0.184,70,0.07,4
6444,6064,380,936,16,7000,871,1000,0.871,211,0.211,82,0.082,4
7317,6848,469,1152,17,8000,873,1000,0.873,216,0.216,89,0.089,4
8168,7612,556,1388,18,9000,851,1000,0.851,236,0.236,87,0.087,4
8991,8332,659,1668,19,10000,823,1000,0.823,280,0.28,103,0.103,4
9823,9065,758,1935,20,11000,832,1000,0.832,267,0.267,99,0.099,4
10641,9770,871,2230,21,12000,818,1000,0.818,295,0.295,113,0.113,4
11468,10491,977,2509,22,13000,827,1000,0.827,279,0.279,106,0.106,4
12282,11196,1086,2804,23,14000,814,1000,0.814,295,0.295,109,0.109,4
13063,11851,1212,3149,24,15000,781,1000,0.781,345,0.345,126,0.126,4
13831,12503,1328,3497,25,16000,768,1000,0.768,348,0.348,116,0.116,4
14597,13148,1449,3852,26,17000,766,1000,0.766,355,0.355,121,0.121,4
15376,13825,1551,4175,27,18000,779,1000,0.779,323,0.323,102,0.102,4
16127,14444,1683,4556,28,19000,751,1000,0.751,381,0.381,132,0.132,4
16894,15096,1798,4904,29,20000,767,1000,0.767,348,0.348,115,0.115,4
17643,15732,1911,5268,30,21000,749,1000,0.749,364,0.364,113,0.113,4
18397,16360,2037,5640,31,22000,754,1000,0.754,372,0.372,126,0.126,4
19125,16948,2177,6052,32,23000,728,1000,0.728,412,0.412,140,0.14,4
19862,17545,2317,6455,33,24000,737,1000,0.737,403,0.403,140,0.14,4
20603,18156,2447,6844,34,25000,741,1000,0.741,389,0.389,130,0.13,4
21317,18711,2606,7289,35,26000,714,1000,0.714,445,0.445,159,0.159,4
22048,19302,2746,7698,36,27000,731,1000,0.731,409,0.409,140,0.14,4
22750,19864,2886,8136,37,28000,702,1000,0.702,438,0.438,140,0.14,4
23464,20428,3036,8572,38,29000,714,1000,0.714,436,0.436,150,0.15,4
24185,21016,3169,8984,39,30000,721,1000,0.721,412,0.412,133,0.133,4
24892,21586,3306,9414,40,31000,707,1000,0.707,430,0.43,137,0.137,4
25577,22118,3459,9882,41,32000,685,1000,0.685,468,0.468,153,0.153,4
26270,22669,3601,10331,42,33000,693,1000,0.693,449,0.449,142,0.142,4
26912,23138,3774,10862,43,34000,642,1000,0.642,531,0.531,173,0.173,4
27602,23680,3922,11320,44,35000,690,1000,0.69,458,0.458,148,0.148,4
28251,24163,4088,11837,45,36000,649,1000,0.649,517,0.517,166,0.166,4
28893,24645,4248,12355,46,37000,642,1000,0.642,518,0.518,160,0.16,4
29570,25181,4389,12819,47,38000,677,1000,0.677,464,0.464,141,0.141,4
30224,25693,4531,13307,48,39000,654,1000,0.654,488,0.488,142,0.142,4
30869,26165,4704,13835,49,40000,645,1000,0.645,528,0.528,173,0.173,4
31517,26649,4868,14351,50,41000,648,1000,0.648,516,0.516,164,0.164,4
32181,27144,5037,14856,51,42000,664,1000,0.664,505,0.505,169,0.169,4
32813,27614,5199,15386,52,43000,632,1000,0.632,530,0.53,162,0.162,4
33429,28063,5366,15937,53,44000,616,1000,0.616,551,0.551,167,0.167,4
34043,28525,5518,16475,54,45000,614,1000,0.614,538,0.538,152,0.152,4
34693,29024,5669,16976,55,46000,650,1000,0.65,501,0.501,151,0.151,4
35329,29507,5822,17493,56,47000,636,1000,0.636,517,0.517,153,0.153,4
35952,29966,5986,18034,57,48000,623,1000,0.623,541,0.541,164,0.164,4
36590,30435,6155,18565,58,49000,638,1000,0.638,531,0.531,169,0.169,4
37198,30876,6322,19124,59,50000,608,1000,0.608,559,0.559,167,0.167,4
37786,31283,6503,19717,60,51000,588,1000,0.588,593,0.593,181,0.181,4
38401,31730,6671,20270,61,52000,615,1000,0.615,553,0.553,168,0.168,4
38995,32155,6840,20845,62,53000,594,1000,0.594,575,0.575,169,0.169,4
39589,32582,7007,21418,63,54000,594,1000,0.594,573,0.573,167,0.167,4
40186,33013,7173,21987,64,55000,597,1000,0.597,569,0.569,166,0.166,4
40812,33477,7335,22523,65,56000,626,1000,0.626,536,0.536,162,0.162,4
41391,33878,7513,23122,66,57000,579,1000,0.579,599,0.599,178,0.178,4
41972,34283,7689,23717,67,58000,581,1000,0.581,595,0.595,176,0.176,4
42546,34682,7864,24318,68,59000,574,1000,0.574,601,0.601,175,0.175,4
43153,35118,8035,24882,69,60000,607,1000,0.607,564,0.564,171,0.171,4
43734,35531,8203,25469,70,61000,581,1000,0.581,587,0.587,168,0.168,4
44302,35927,8375,26073,71,62000,568,1000,0.568,604,0.604,172,0.172,4
44881,36335,8546,26665,72,63000,579,1000,0.579,592,0.592,171,0.171,4
45470,36773,8697,27227,73,64000,589,1000,0.589,562,0.562,151,0.151,4
46062,37197,8865,27803,74,65000,592,1000,0.592,576,0.576,168,0.168,4
46628,37595,9033,28405,75,66000,566,1000,0.566,602,0.602,168,0.168,4
47202,38005,9197,28995,76,67000,574,1000,0.574,590,0.59,164,0.164,4
47760,38411,9349,29589,77,68000,558,1000,0.558,594,0.594,152,0.152,4
48341,38813,9528,30187,78,69000,581,1000,0.581,598,0.598,179,0.179,4
48925,39227,9698,30773,79,70000,584,1000,0.584,586,0.586,170,0.17,4
49483,39608,9875,31392,80,71000,558,1000,0.558,619,0.619,177,0.177,4
50032,39975,10057,32025,81,72000,549,1000,0.549,633,0.633,182,0.182,4
50589,40376,10213,32624,82,73000,557,1000,0.557,599,0.599,156,0.156,4
51136,40747,10389,33253,83,74000,547,1000,0.547,629,0.629,176,0.176,4
51676,41117,10559,33883,84,75000,540,1000,0.54,630,0.63,170,0.17,4
52211,41480,10731,34520,85,76000,535,1000,0.535,637,0.637,172,0.172,4
52767,41878,10889,35122,86,77000,556,1000,0.556,602,0.602,158,0.158,4
53329,42297,11032,35703,87,78000,562,1000,0.562,581,0.581,143,0.143,4
53892,42709,11183,36291,88,79000,563,1000,0.563,588,0.588,151,0.151,4
54441,43077,11364,36923,89,80000,549,1000,0.549,632,0.632,181,0.181,4
54985,43452,11533,37548,90,81000,544,1000,0.544,625,0.625,169,0.169,4
55530,43820,11710,38180,91,82000,545,1000,0.545,632,0.632,177,0.177,4
56062,44190,11872,38810,92,83000,532,1000,0.532,630,0.63,162,0.162,4
56577,44518,12059,39482,93,84000,515,1000,0.515,672,0.672,187,0.187,4
57113,44872,12241,40128,94,85000,536,1000,0.536,646,0.646,182,0.182,4
57662,45247,12415,40753,95,86000,549,1000,0.549,625,0.625,174,0.174,4
58180,45583,12597,41417,96,87000,518,1000,0.518,664,0.664,182,0.182,4
58695,45922,12773,42078,97,88000,515,1000,0.515,661,0.661,176,0.176,4
59188,46224,12964,42776,98,89000,493,1000,0.493,698,0.698,191,0.191,4
59723,46593,13130,43407,99,90000,535,1000,0.535,631,0.631,166,0.166,4
60253,46954,13299,44046,100,91000,530,1000,0.53,639,0.639,169,0.169,4
60768,47300,13468,44700,101,92000,515,1000,0.515,654,0.654,169,0.169,4
61283,47649,13634,45351,102,93000,515,1000,0.515,651,0.651,166,0.166,4
61794,47986,13808,46014,103,94000,511,1000,0.511,663,0.663,174,0.174,4
62307,48331,13976,46669,104,95000,513,1000,0.513,655,0.655,168,0.168,4
62792,48627,14165,47373,105,96000,485,1000,0.485,704,0.704,189,0.189,4
63290,48956,14334,48044,106,97000,498,1000,0.498,671,0.671,169,0.169,4
63787,49277,14510,48723,107,98000,497,1000,0.497,679,0.679,176,0.176,4
64285,49608,14677,49392,108,99000,498,1000,0.498,669,0.669,167,0.167,4
64771,49928,14843,50072,109,100000,486,1000,0.486,680,0.68,166,0.166,4
65272,50246,15026,50754,110,101000,501,1000,0.501,682,0.682,183,0.183,4
65748,50541,15207,51459,111,102000,476,1000,0.476,705,0.705,181,0.181,4
66269,50899,15370,52101,112,103000,521,1000,0.521,642,0.642,163,0.163,4
66801,51272,15529,52728,113,104000,532,1000,0.532,627,0.627,159,0.159,4
67318,51619,15699,53381,114,105000,517,1000,0.517,653,0.653,170,0.17,4
67819,51956,15863,54044,115,106000,501,1000,0.501,663,0.663,164,0.164,4
68336,52302,16034,54698,116,107000,517,1000,0.517,654,0.654,171,0.171,4
68807,52622,16185,55378,117,108000,471,1000,0.471,680,0.68,151,0.151,4
69282,52948,16334,56052,118,109000,475,1000,0.475,674,0.674,149,0.149,4
69773,53268,16505,56732,119,110000,491,1000,0.491,680,0.68,171,0.171,4
70259,53579,16680,57421,120,111000,486,1000,0.486,689,0.689,175,0.175,4
70762,53927,16835,58073,121,112000,503,1000,0.503,652,0.652,155,0.155,4
71254,54253,17001,58747,122,113000,492,1000,0.492,674,0.674,166,0.166,4
71732,54547,17185,59453,123,114000,478,1000,0.478,706,0.706,184,0.184,4
71869,54638,17231,59660,124,114298,137,298,0.4597315436241611,207,0.6946308724832215,46,0.15436241610738255,4
99,98,1,2,1,100,NA,NA,NA,NA,NA,NA,NA,5
199,198,1,2,2,200,100,100,1,0,0,0,0,5
297,294,3,6,3,300,98,100,0.98,4,0.04,2,0.02,5
395,390,5,10,4,400,98,100,0.98,4,0.04,2,0.02,5
492,486,6,14,5,500,97,100,0.97,4,0.04,1,0.01,5
591,585,6,15,6,600,99,100,0.99,1,0.01,0,0,5
690,684,6,16,7,700,99,100,0.99,1,0.01,0,0,5
788,780,8,20,8,800,98,100,0.98,4,0.04,2,0.02,5
887,879,8,21,9,900,99,100,0.99,1,0.01,0,0,5
983,972,11,28,10,1000,96,100,0.96,7,0.07,3,0.03,5
1938,1889,49,111,11,2000,955,1000,0.955,83,0.083,38,0.038,5
2862,2758,104,242,12,3000,924,1000,0.924,131,0.131,55,0.055,5
3777,3616,161,384,13,4000,915,1000,0.915,142,0.142,57,0.057,5
4681,4463,218,537,14,5000,904,1000,0.904,153,0.153,57,0.057,5
5572,5283,289,717,15,6000,891,1000,0.891,180,0.18,71,0.071,5
6470,6107,363,893,16,7000,898,1000,0.898,176,0.176,74,0.074,5
7312,6845,467,1155,17,8000,842,1000,0.842,262,0.262,104,0.104,5
8143,7571,572,1429,18,9000,831,1000,0.831,274,0.274,105,0.105,5
8981,8309,672,1691,19,10000,838,1000,0.838,262,0.262,100,0.1,5
9826,9055,771,1945,20,11000,845,1000,0.845,254,0.254,99,0.099,5
10641,9768,873,2232,21,12000,815,1000,0.815,287,0.287,102,0.102,5
11463,10486,977,2514,22,13000,822,1000,0.822,282,0.282,104,0.104,5
12263,11163,1100,2837,23,14000,800,1000,0.8,323,0.323,123,0.123,5
13022,11782,1240,3218,24,15000,759,1000,0.759,381,0.381,140,0.14,5
13780,12402,1378,3598,25,16000,758,1000,0.758,380,0.38,138,0.138,5
14595,13103,1492,3897,26,17000,815,1000,0.815,299,0.299,114,0.114,5
15359,13750,1609,4250,27,18000,764,1000,0.764,353,0.353,117,0.117,5
16098,14355,1743,4645,28,19000,739,1000,0.739,395,0.395,134,0.134,5
16844,14970,1874,5030,29,20000,746,1000,0.746,385,0.385,131,0.131,5
17592,15595,1997,5405,30,21000,748,1000,0.748,375,0.375,123,0.123,5
18326,16194,2132,5806,31,22000,734,1000,0.734,401,0.401,135,0.135,5
19063,16796,2267,6204,32,23000,737,1000,0.737,398,0.398,135,0.135,5
19798,17407,2391,6593,33,24000,735,1000,0.735,389,0.389,124,0.124,5
20517,17987,2530,7013,34,25000,719,1000,0.719,420,0.42,139,0.139,5
21221,18549,2672,7451,35,26000,704,1000,0.704,438,0.438,142,0.142,5
21945,19122,2823,7878,36,27000,724,1000,0.724,427,0.427,151,0.151,5
22656,19693,2963,8307,37,28000,711,1000,0.711,429,0.429,140,0.14,5
23374,20286,3088,8714,38,29000,718,1000,0.718,407,0.407,125,0.125,5
24071,20842,3229,9158,39,30000,697,1000,0.697,444,0.444,141,0.141,5
24757,21381,3376,9619,40,31000,686,1000,0.686,461,0.461,147,0.147,5
25448,21912,3536,10088,41,32000,691,1000,0.691,469,0.469,160,0.16,5
26134,22458,3676,10542,42,33000,686,1000,0.686,454,0.454,140,0.14,5
26810,22979,3831,11021,43,34000,676,1000,0.676,479,0.479,155,0.155,5
27499,23512,3987,11488,44,35000,689,1000,0.689,467,0.467,156,0.156,5
28142,23979,4163,12021,45,36000,643,1000,0.643,533,0.533,176,0.176,5
28824,24507,4317,12493,46,37000,682,1000,0.682,472,0.472,154,0.154,5
29485,25014,4471,12986,47,38000,661,1000,0.661,493,0.493,154,0.154,5
30158,25533,4625,13467,48,39000,673,1000,0.673,481,0.481,154,0.154,5
30823,26047,4776,13953,49,40000,665,1000,0.665,486,0.486,151,0.151,5
31474,26560,4914,14440,50,41000,651,1000,0.651,487,0.487,138,0.138,5
32122,27052,5070,14948,51,42000,648,1000,0.648,508,0.508,156,0.156,5
32719,27465,5254,15535,52,43000,597,1000,0.597,587,0.587,184,0.184,5
33340,27923,5417,16077,53,44000,621,1000,0.621,542,0.542,163,0.163,5
33993,28432,5561,16568,54,45000,653,1000,0.653,491,0.491,144,0.144,5
34622,28902,5720,17098,55,46000,629,1000,0.629,530,0.53,159,0.159,5
35251,29373,5878,17627,56,47000,629,1000,0.629,529,0.529,158,0.158,5
35897,29872,6025,18128,57,48000,646,1000,0.646,501,0.501,147,0.147,5
36504,30320,6184,18680,58,49000,607,1000,0.607,552,0.552,159,0.159,5
37127,30753,6374,19247,59,50000,623,1000,0.623,567,0.567,190,0.19,5
37727,31196,6531,19804,60,51000,600,1000,0.6,557,0.557,157,0.157,5
38321,31623,6698,20377,61,52000,594,1000,0.594,573,0.573,167,0.167,5
38923,32040,6883,20960,62,53000,602,1000,0.602,583,0.583,185,0.185,5
39567,32540,7027,21460,63,54000,644,1000,0.644,500,0.5,144,0.144,5
40163,32958,7205,22042,64,55000,596,1000,0.596,582,0.582,178,0.178,5
40762,33385,7377,22615,65,56000,599,1000,0.599,573,0.573,172,0.172,5
41377,33857,7520,23143,66,57000,615,1000,0.615,528,0.528,143,0.143,5
41980,34302,7678,23698,67,58000,603,1000,0.603,555,0.555,158,0.158,5
42566,34722,7844,24278,68,59000,586,1000,0.586,580,0.58,166,0.166,5
43136,35102,8034,24898,69,60000,570,1000,0.57,620,0.62,190,0.19,5
43733,35542,8191,25458,70,61000,597,1000,0.597,560,0.56,157,0.157,5
44312,35944,8368,26056,71,62000,579,1000,0.579,598,0.598,177,0.177,5
44892,36370,8522,26630,72,63000,580,1000,0.58,574,0.574,154,0.154,5
45475,36791,8684,27209,73,64000,583,1000,0.583,579,0.579,162,0.162,5
46072,37224,8848,27776,74,65000,597,1000,0.597,567,0.567,164,0.164,5
46642,37624,9018,28376,75,66000,570,1000,0.57,600,0.6,170,0.17,5
47209,37999,9210,29001,76,67000,567,1000,0.567,625,0.625,192,0.192,5
47775,38398,9377,29602,77,68000,566,1000,0.566,601,0.601,167,0.167,5
48358,38811,9547,30189,78,69000,583,1000,0.583,587,0.587,170,0.17,5
48926,39210,9716,30790,79,70000,568,1000,0.568,601,0.601,169,0.169,5
49482,39598,9884,31402,80,71000,556,1000,0.556,612,0.612,168,0.168,5
50028,39965,10063,32035,81,72000,546,1000,0.546,633,0.633,179,0.179,5
50592,40375,10217,32625,82,73000,564,1000,0.564,590,0.59,154,0.154,5
51163,40780,10383,33220,83,74000,571,1000,0.571,595,0.595,166,0.166,5
51737,41198,10539,33802,84,75000,574,1000,0.574,582,0.582,156,0.156,5
52273,41570,10703,34430,85,76000,536,1000,0.536,628,0.628,164,0.164,5
52828,41943,10885,35057,86,77000,555,1000,0.555,627,0.627,182,0.182,5
53405,42369,11036,35631,87,78000,577,1000,0.577,574,0.574,151,0.151,5
53944,42728,11216,36272,88,79000,539,1000,0.539,641,0.641,180,0.18,5
54474,43083,11391,36917,89,80000,530,1000,0.53,645,0.645,175,0.175,5
55001,43436,11565,37564,90,81000,527,1000,0.527,647,0.647,174,0.174,5
55537,43785,11752,38215,91,82000,536,1000,0.536,651,0.651,187,0.187,5
56070,44163,11907,38837,92,83000,533,1000,0.533,622,0.622,155,0.155,5
56593,44508,12085,39492,93,84000,523,1000,0.523,655,0.655,178,0.178,5
57123,44872,12251,40128,94,85000,530,1000,0.53,636,0.636,166,0.166,5
57643,45236,12407,40764,95,86000,520,1000,0.52,636,0.636,156,0.156,5
58143,45569,12574,41431,96,87000,500,1000,0.5,667,0.667,167,0.167,5
58684,45947,12737,42053,97,88000,541,1000,0.541,622,0.622,163,0.163,5
59214,46302,12912,42698,98,89000,530,1000,0.53,645,0.645,175,0.175,5
59763,46676,13087,43324,99,90000,549,1000,0.549,626,0.626,175,0.175,5
60259,47001,13258,43999,100,91000,496,1000,0.496,675,0.675,171,0.171,5
60788,47359,13429,44641,101,92000,529,1000,0.529,642,0.642,171,0.171,5
61302,47728,13574,45272,102,93000,514,1000,0.514,631,0.631,145,0.145,5
61794,48046,13748,45954,103,94000,492,1000,0.492,682,0.682,174,0.174,5
62299,48373,13926,46627,104,95000,505,1000,0.505,673,0.673,178,0.178,5
62814,48719,14095,47281,105,96000,515,1000,0.515,654,0.654,169,0.169,5
63327,49070,14257,47930,106,97000,513,1000,0.513,649,0.649,162,0.162,5
63816,49392,14424,48608,107,98000,489,1000,0.489,678,0.678,167,0.167,5
64317,49720,14597,49280,108,99000,501,1000,0.501,672,0.672,173,0.173,5
64792,50013,14779,49987,109,100000,475,1000,0.475,707,0.707,182,0.182,5
65322,50384,14938,50616,110,101000,530,1000,0.53,629,0.629,159,0.159,5
65812,50715,15097,51285,111,102000,490,1000,0.49,669,0.669,159,0.159,5
66294,51021,15273,51979,112,103000,482,1000,0.482,694,0.694,176,0.176,5
66786,51315,15471,52685,113,104000,492,1000,0.492,706,0.706,198,0.198,5
67298,51660,15638,53340,114,105000,512,1000,0.512,655,0.655,167,0.167,5
67798,51984,15814,54016,115,106000,500,1000,0.5,676,0.676,176,0.176,5
68301,52332,15969,54668,116,107000,503,1000,0.503,652,0.652,155,0.155,5
68808,52664,16144,55336,117,108000,507,1000,0.507,668,0.668,175,0.175,5
69285,52966,16319,56034,118,109000,477,1000,0.477,698,0.698,175,0.175,5
69735,53226,16509,56774,119,110000,450,1000,0.45,740,0.74,190,0.19,5
70239,53558,16681,57442,120,111000,504,1000,0.504,668,0.668,172,0.172,5
70739,53888,16851,58112,121,112000,500,1000,0.5,670,0.67,170,0.17,5
71219,54188,17031,58812,122,113000,480,1000,0.48,700,0.7,180,0.18,5
71716,54520,17196,59480,123,114000,497,1000,0.497,668,0.668,165,0.165,5
71869,54638,17231,59660,124,114298,153,298,0.5134228187919463,180,0.6040268456375839,35,0.1174496644295302,5
100,100,0,0,1,100,NA,NA,NA,NA,NA,NA,NA,6
200,200,0,0,2,200,100,100,1,0,0,0,0,6
300,300,0,0,3,300,100,100,1,0,0,0,0,6
399,398,1,2,4,400,99,100,0.99,2,0.02,1,0.01,6
496,492,4,8,5,500,97,100,0.97,6,0.06,3,0.03,6
594,589,5,11,6,600,98,100,0.98,3,0.03,1,0.01,6
689,679,10,21,7,700,95,100,0.95,10,0.1,5,0.05,6
789,779,10,21,8,800,100,100,1,0,0,0,0,6
887,875,12,25,9,900,98,100,0.98,4,0.04,2,0.02,6
984,969,15,31,10,1000,97,100,0.97,6,0.06,3,0.03,6
1939,1884,55,116,11,2000,955,1000,0.955,85,0.085,40,0.04,6
2881,2782,99,218,12,3000,942,1000,0.942,102,0.102,44,0.044,6
3797,3646,151,354,13,4000,916,1000,0.916,136,0.136,52,0.052,6
4701,4480,221,520,14,5000,904,1000,0.904,166,0.166,70,0.07,6
5583,5280,303,720,15,6000,882,1000,0.882,200,0.2,82,0.082,6
6446,6061,385,939,16,7000,863,1000,0.863,219,0.219,82,0.082,6
7299,6828,471,1172,17,8000,853,1000,0.853,233,0.233,86,0.086,6
8168,7612,556,1388,18,9000,869,1000,0.869,216,0.216,85,0.085,6
9005,8353,652,1647,19,10000,837,1000,0.837,259,0.259,96,0.096,6
9833,9079,754,1921,20,11000,828,1000,0.828,274,0.274,102,0.102,6
10648,9783,865,2217,21,12000,815,1000,0.815,296,0.296,111,0.111,6
11476,10504,972,2496,22,13000,828,1000,0.828,279,0.279,107,0.107,6
12290,11212,1078,2788,23,14000,814,1000,0.814,292,0.292,106,0.106,6
13102,11917,1185,3083,24,15000,812,1000,0.812,295,0.295,107,0.107,6
13874,12558,1316,3442,25,16000,772,1000,0.772,359,0.359,131,0.131,6
14653,13228,1425,3772,26,17000,779,1000,0.779,330,0.33,109,0.109,6
15445,13906,1539,4094,27,18000,792,1000,0.792,322,0.322,114,0.114,6
16184,14512,1672,4488,28,19000,739,1000,0.739,394,0.394,133,0.133,6
16945,15158,1787,4842,29,20000,761,1000,0.761,354,0.354,115,0.115,6
17687,15772,1915,5228,30,21000,742,1000,0.742,386,0.386,128,0.128,6
18431,16385,2046,5615,31,22000,744,1000,0.744,387,0.387,131,0.131,6
19174,16990,2184,6010,32,23000,743,1000,0.743,395,0.395,138,0.138,6
19916,17597,2319,6403,33,24000,742,1000,0.742,393,0.393,135,0.135,6
20637,18163,2474,6837,34,25000,721,1000,0.721,434,0.434,155,0.155,6
21349,18735,2614,7265,35,26000,712,1000,0.712,428,0.428,140,0.14,6
22062,19313,2749,7687,36,27000,713,1000,0.713,422,0.422,135,0.135,6
22757,19859,2898,8141,37,28000,695,1000,0.695,454,0.454,149,0.149,6
23452,20404,3048,8596,38,29000,695,1000,0.695,455,0.455,150,0.15,6
24145,20928,3217,9072,39,30000,693,1000,0.693,476,0.476,169,0.169,6
24862,21519,3343,9481,40,31000,717,1000,0.717,409,0.409,126,0.126,6
25558,22085,3473,9915,41,32000,696,1000,0.696,434,0.434,130,0.13,6
26229,22591,3638,10409,42,33000,671,1000,0.671,494,0.494,165,0.165,6
26930,23150,3780,10850,43,34000,701,1000,0.701,441,0.441,142,0.142,6
27605,23672,3933,11328,44,35000,675,1000,0.675,478,0.478,153,0.153,6
28281,24204,4077,11796,45,36000,676,1000,0.676,468,0.468,144,0.144,6
28954,24729,4225,12271,46,37000,673,1000,0.673,475,0.475,148,0.148,6
29629,25253,4376,12747,47,38000,675,1000,0.675,476,0.476,151,0.151,6
30291,25776,4515,13224,48,39000,662,1000,0.662,477,0.477,139,0.139,6
30934,26241,4693,13759,49,40000,643,1000,0.643,535,0.535,178,0.178,6
31568,26701,4867,14299,50,41000,634,1000,0.634,540,0.54,174,0.174,6
32198,27181,5017,14819,51,42000,630,1000,0.63,520,0.52,150,0.15,6
